class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
magmatic,6.1,112.0,182.0,0.42,24.7,39.0,62.0,1.7,5.1,138.0,37.0,256.0,385.0
magmatic,13.5,88.0,156.0,0.27,16.3,32.0,56.0,0.8,2.7,241.0,32.0,557.0,343.0
magmatic,23.2,179.0,335.0,0.46,38.6,66.0,132.0,4.0,7.7,1263.0,72.0,2243.0,799.0
magmatic,21.3,118.0,245.0,0.16,21.4,45.0,106.0,1.7,3.7,1212.0,54.0,3275.0,632.0
magmatic,22.9,94.0,173.0,0.18,20.7,35.0,63.0,5.6,3.2,327.0,35.0,871.0,390.0
magmatic,26.4,150.0,251.0,0.35,32.8,52.0,91.0,3.4,5.1,519.0,50.0,1111.0,552.0
magmatic,10.0,168.0,285.0,0.5,35.8,60.0,101.0,2.4,5.8,312.0,57.0,790.0,619.0
magmatic,21.6,95.0,182.0,0.16,18.7,36.0,75.0,1.6,3.4,906.0,40.0,1951.0,454.0
magmatic,20.8,83.0,157.0,0.14,16.8,31.0,67.0,1.4,2.7,671.0,36.0,1546.0,408.0
magmatic,20.3,87.0,172.0,0.28,17.8,33.0,73.0,1.3,2.9,884.0,37.0,2034.0,439.0
magmatic,8.4,59.0,107.0,0.19,11.1,22.0,40.0,0.6,2.0,131.0,22.0,310.0,243.0
magmatic,21.9,89.0,149.0,0.2,20.8,31.0,52.0,1.3,3.8,348.0,30.0,552.0,320.0
magmatic,14.1,82.0,138.0,0.2,17.8,29.0,48.0,1.1,3.5,197.0,28.0,350.0,292.0
magmatic,17.7,139.0,262.0,0.09,24.6,52.0,101.0,1.1,3.8,746.0,56.0,2802.0,614.0
magmatic,15.8,93.0,162.0,0.29,21.1,33.0,59.0,1.2,3.5,326.0,32.0,628.0,355.0
magmatic,11.9,67.0,115.0,0.32,15.6,24.0,41.0,1.2,2.2,181.0,23.0,369.0,254.0
magmatic,16.2,93.0,154.0,0.3,20.5,32.0,55.0,1.7,3.8,306.0,31.0,597.0,340.0
magmatic,15.6,80.0,161.0,0.33,15.4,31.0,72.0,3.2,3.2,544.0,36.0,2226.0,412.0
magmatic,10.1,126.0,205.0,0.41,25.3,44.0,71.0,1.5,5.1,207.0,41.0,368.0,438.0
magmatic,17.1,75.0,139.0,0.19,16.2,28.0,52.0,1.0,3.2,386.0,29.0,816.0,317.0
magmatic,13.6,55.0,104.0,0.22,11.7,20.0,43.0,0.7,2.0,231.0,22.0,528.0,254.0
magmatic,8.2,81.0,146.0,0.29,16.2,29.0,52.0,2.0,2.3,142.0,29.0,347.0,322.0
magmatic,18.8,69.0,126.0,0.23,15.1,26.0,48.0,2.0,2.8,336.0,27.0,696.0,296.0
magmatic,11.7,242.0,406.0,0.05,43.5,86.0,136.0,2.1,7.2,841.0,82.0,2855.0,827.0
magmatic,12.4,388.0,708.0,0.07,60.1,147.0,232.0,1.8,7.2,1563.0,143.0,7332.0,1462.0
magmatic,5.3,140.0,221.0,0.27,34.1,49.0,66.0,2.5,6.2,137.0,42.0,261.0,422.0
magmatic,10.9,234.0,423.0,0.05,38.1,88.0,148.0,1.7,6.1,655.0,87.0,3240.0,913.0
magmatic,3.4,97.0,150.0,0.49,25.6,32.0,50.0,2.5,4.5,95.0,29.0,210.0,304.0
magmatic,13.7,330.0,518.0,0.36,79.2,115.0,152.0,7.1,16.0,1010.0,98.0,2013.0,987.0
magmatic,42.4,290.0,431.0,0.7,72.8,98.0,114.0,5.7,11.5,198.0,79.0,274.0,755.0
magmatic,19.1,351.0,601.0,0.02,61.9,128.0,195.0,6.0,10.0,1491.0,119.0,5900.0,1239.0
magmatic,15.2,422.0,758.0,0.09,67.1,160.0,251.0,2.7,8.7,2110.0,154.0,8463.0,1599.0
magmatic,32.6,67.0,161.0,1.29,13.8,29.0,111.0,17.8,8.4,297.0,43.0,1871.0,566.0
magmatic,11.2,320.0,593.0,0.08,45.3,122.0,203.0,1.8,6.2,1096.0,122.0,5815.0,1275.0
magmatic,10.4,140.0,220.0,0.19,29.5,48.0,71.0,4.2,5.3,365.0,43.0,844.0,433.0
magmatic,5.1,92.0,150.0,0.22,20.6,33.0,51.0,1.2,3.0,162.0,29.0,405.0,305.0
magmatic,30.4,94.0,186.0,0.14,18.1,37.0,79.0,1.3,2.8,585.0,41.0,1284.0,454.0
magmatic,21.1,66.0,113.0,0.38,13.7,24.0,45.0,0.8,2.3,152.0,24.0,221.0,264.0
magmatic,26.4,76.0,127.0,0.24,18.2,27.0,47.0,0.9,3.0,229.0,25.0,412.0,279.0
magmatic,31.5,111.0,211.0,0.32,21.3,41.0,87.0,1.8,3.6,642.0,46.0,1619.0,508.0
magmatic,25.3,93.0,153.0,0.19,20.8,33.0,57.0,1.6,3.5,339.0,32.0,624.0,336.0
magmatic,28.5,84.0,161.0,0.26,15.9,31.0,71.0,0.9,2.5,441.0,36.0,1103.0,409.0
magmatic,35.2,104.0,170.0,0.27,24.1,37.0,60.0,2.2,5.1,404.0,35.0,650.0,362.0
magmatic,34.3,154.0,258.0,0.38,31.2,53.0,102.0,2.0,5.1,706.0,55.0,1534.0,610.0
magmatic,27.2,89.0,176.0,0.28,16.1,34.0,80.0,0.9,2.4,548.0,40.0,1322.0,454.0
magmatic,17.0,84.0,152.0,0.54,18.5,31.0,58.0,1.0,3.0,140.0,30.0,267.0,339.0
magmatic,27.4,112.0,197.0,0.17,24.2,42.0,71.0,1.3,3.9,520.0,41.0,1225.0,425.0
magmatic,29.3,76.0,127.0,0.56,17.5,28.0,48.0,1.3,3.3,260.0,26.0,306.0,283.0
magmatic,27.1,57.0,106.0,0.35,13.2,22.0,41.0,6.4,3.2,135.0,22.0,276.0,237.0
magmatic,23.6,78.0,139.0,0.32,15.2,29.0,57.0,1.3,2.9,189.0,30.0,313.0,335.0
magmatic,33.5,110.0,208.0,0.37,21.0,42.0,90.0,2.6,3.7,580.0,47.0,1366.0,519.0
magmatic,26.0,87.0,173.0,0.33,16.8,34.0,75.0,2.3,2.4,292.0,38.0,801.0,431.0
magmatic,26.6,79.0,132.0,0.26,18.3,29.0,49.0,1.4,2.8,254.0,27.0,496.0,284.0
magmatic,35.4,134.0,223.0,0.26,28.5,48.0,78.0,2.1,5.0,701.0,46.0,1204.0,481.0
magmatic,21.2,79.0,133.0,0.25,16.9,28.0,50.0,1.2,2.9,211.0,27.0,365.0,295.0
magmatic,41.6,92.0,150.0,0.54,22.5,32.0,55.0,9.1,4.8,274.0,31.0,484.0,328.0
magmatic,20.9,105.0,179.0,0.67,23.7,37.0,67.0,1.1,3.2,211.0,36.0,341.0,390.0
magmatic,23.5,78.0,132.0,0.96,18.5,27.0,52.0,1.7,3.9,154.0,27.0,217.0,301.0
magmatic,22.3,237.0,460.0,0.27,38.4,89.0,188.0,3.4,6.2,1140.0,101.0,4270.0,1131.0
magmatic,144.5,383.0,665.0,1.94,86.5,134.0,270.0,9.9,17.0,4126.0,144.0,5156.0,1617.0
magmatic,30.8,102.0,189.0,0.9,22.0,38.0,76.0,2.3,3.9,573.0,39.0,729.0,440.0
magmatic,38.1,118.0,223.0,0.33,22.8,43.0,94.0,1.3,3.7,640.0,50.0,1408.0,555.0
magmatic,25.4,92.0,154.0,0.22,18.5,31.0,56.0,1.3,3.2,295.0,32.0,661.0,353.0
magmatic,23.0,131.0,200.0,0.88,32.6,44.0,71.0,3.7,5.7,224.0,41.0,280.0,432.0
magmatic,11.5,160.0,301.0,0.03,29.6,60.0,114.0,3.1,5.5,698.0,63.0,2684.0,691.0
magmatic,23.1,144.0,244.0,0.06,27.3,51.0,89.0,3.1,4.2,710.0,51.0,1994.0,543.0
magmatic,30.4,167.0,275.0,0.28,36.1,57.0,99.0,3.1,7.5,610.0,56.0,1287.0,607.0
magmatic,24.6,138.0,229.0,0.5,32.2,50.0,77.0,2.3,5.9,405.0,45.0,822.0,481.0
magmatic,24.4,89.0,151.0,0.24,19.4,31.0,55.0,1.1,2.8,261.0,31.0,549.0,330.0
magmatic,35.9,236.0,373.0,0.1,46.8,79.0,126.0,6.3,9.8,1102.0,76.0,2846.0,802.0
magmatic,30.8,222.0,341.0,0.72,47.1,74.0,112.0,5.0,11.2,549.0,67.0,908.0,705.0
magmatic,26.6,82.0,136.0,0.29,20.0,28.0,51.0,1.8,3.8,252.0,28.0,431.0,290.0
magmatic,20.6,101.0,162.0,0.18,19.9,34.0,57.0,1.2,3.5,169.0,33.0,330.0,362.0
magmatic,15.9,220.0,397.0,0.12,40.5,79.0,137.0,1.6,5.6,830.0,80.0,3031.0,861.0
hydrothermal,6.68,157.2,387.0,0.52,19.4,71.49,208.7,0.51,1.6,69.31,104.7,1347.0,1107.0
hydrothermal,5.19,120.2,276.2,0.38,14.88,54.61,148.6,0.37,2.03,56.55,74.22,1102.0,817.1
hydrothermal,8.2,92.33,207.4,0.47,13.37,40.55,106.6,0.38,1.62,68.63,54.97,608.9,586.7
hydrothermal,5.87,85.56,186.7,0.31,12.21,36.58,96.61,0.23,1.13,51.83,48.88,453.4,520.8
hydrothermal,7.63,88.11,197.7,0.24,11.68,38.6,104.4,0.24,2.25,61.31,52.37,647.6,564.3
hydrothermal,6.97,75.06,163.2,0.37,10.62,32.85,85.22,0.51,1.05,61.41,43.68,510.9,469.9
hydrothermal,6.97,112.5,253.0,0.18,16.47,48.07,130.7,0.24,1.45,56.4,70.46,544.2,790.4
hydrothermal,3.12,147.2,297.1,0.4,15.35,59.92,201.5,0.59,1.54,12.2,94.9,1064.0,1243.0
hydrothermal,1.51,113.6,237.6,0.29,11.14,46.74,152.9,0.19,0.75,4.59,75.03,561.7,934.3
hydrothermal,1.21,117.1,259.3,0.29,11.01,50.25,145.5,0.11,0.82,4.32,75.71,244.2,863.5
hydrothermal,6.93,306.6,466.0,1.52,73.32,108.4,141.9,7.12,13.54,21.9,100.3,137.7,939.5
hydrothermal,4.52,133.0,219.9,0.77,21.16,51.5,69.65,0.92,3.55,63.99,52.59,162.2,485.7
hydrothermal,3.58,163.1,322.8,0.54,13.49,70.75,99.58,0.39,1.86,20.19,79.25,238.7,726.5
hydrothermal,4.39,161.5,269.4,0.87,34.75,61.71,92.63,1.35,3.81,56.12,60.59,117.5,595.3
hydrothermal,5.37,153.1,276.9,0.52,16.55,64.12,78.91,0.24,1.09,30.64,64.67,157.5,581.6
hydrothermal,3.17,116.8,195.4,0.71,15.67,46.08,61.87,0.69,1.33,31.09,47.71,153.7,445.4
hydrothermal,28.06,448.4,695.3,2.2,114.2,169.3,208.2,7.94,20.4,44.2,152.1,362.1,1381.0
hydrothermal,5.22,98.09,170.7,0.32,11.42,38.59,48.96,0.25,0.78,26.96,40.24,111.2,361.9
hydrothermal,3.84,131.7,244.3,0.57,15.61,54.68,74.72,0.45,1.61,37.08,57.62,321.7,553.1
hydrothermal,2.74,142.3,265.7,0.5,14.57,59.35,86.54,0.49,0.8,30.53,65.68,345.0,645.1
hydrothermal,2.74,149.4,275.7,0.54,12.88,62.25,89.34,0.12,0.57,17.57,67.41,287.2,629.1
magmatic,16.26,475.1,711.6,3.29,113.0,171.9,230.6,9.22,18.07,155.1,160.9,194.1,1481.0
magmatic,1.44,125.5,276.2,0.3,12.94,51.66,162.9,0.3,0.71,50.0,78.79,337.6,926.7
magmatic,5.3,156.6,292.8,0.23,17.59,65.66,81.83,0.3,1.08,34.38,68.01,147.9,598.8
magmatic,4.4,179.0,344.0,0.54,17.34,76.59,97.28,0.12,1.26,27.01,81.82,206.8,710.9
magmatic,8.73,348.1,516.8,1.84,82.53,129.4,162.6,7.37,12.17,89.53,116.1,122.6,1025.0
magmatic,8.58,267.6,414.5,1.25,62.26,100.3,133.2,5.48,8.98,109.7,90.1,126.5,836.1
magmatic,3.61,151.7,283.0,0.62,15.01,64.46,82.29,0.37,1.91,42.71,68.4,274.9,625.2
magmatic,7.47,247.6,381.8,1.06,54.68,89.83,121.1,3.74,9.07,66.49,85.9,89.62,774.8
magmatic,4.86,151.4,261.1,1.08,24.17,61.41,78.33,0.85,2.96,35.73,59.42,100.6,524.4
hydrothermal,237.0,314.0,275.0,46.1,140.0,74.6,78.0,180.0,110.0,1739.0,63.7,1225.0,581.0
hydrothermal,897.0,625.0,677.0,39.0,331.0,177.0,188.0,958.0,330.0,1293.0,143.0,1865.0,1261.0
hydrothermal,35.0,147.0,147.0,31.5,89.0,38.2,116.0,152.0,75.4,123.0,38.3,1257.0,486.0
hydrothermal,453.0,315.0,272.0,58.9,199.0,76.5,94.4,292.0,169.0,2469.0,61.2,1547.0,585.0
hydrothermal,911.0,2262.0,2176.0,278.0,841.0,581.0,672.0,848.0,538.0,5596.0,498.0,9370.0,4568.0
hydrothermal,533.0,106.0,195.0,11.9,50.3,36.5,165.0,143.0,41.1,914.0,62.5,2197.0,778.0
hydrothermal,145.0,764.0,609.0,118.0,503.0,181.0,274.0,181.0,256.0,426.0,141.0,1931.0,1442.0
hydrothermal,1809.0,255.0,294.0,35.8,151.0,70.3,175.0,507.0,143.0,9910.0,81.0,3978.0,922.0
hydrothermal,61.8,941.0,1020.0,99.2,427.0,248.0,697.0,127.0,156.0,1048.0,293.0,2468.0,3438.0
hydrothermal,719.0,2456.0,2368.0,348.0,1089.0,649.0,715.0,1303.0,708.0,6758.0,533.0,8634.0,4949.0
hydrothermal,85.3,43.5,168.0,3.17,11.3,22.1,176.0,18.3,7.35,1237.0,65.8,2277.0,878.0
hydrothermal,547.0,151.0,237.0,17.1,78.9,48.3,180.0,158.0,65.2,825.0,73.1,2419.0,900.0
hydrothermal,39.9,133.0,263.0,11.3,37.0,48.1,188.0,44.8,23.8,1526.0,84.5,2612.0,988.0
hydrothermal,536.0,360.0,535.0,25.5,142.0,115.0,327.0,129.0,75.1,746.0,152.0,3444.0,1735.0
hydrothermal,307.0,89.7,175.0,8.97,34.9,33.2,135.0,108.0,35.6,990.0,54.2,1619.0,655.0
hydrothermal,1436.0,1549.0,1869.0,111.0,594.0,474.0,502.0,448.0,257.0,1108.0,433.0,2524.0,3882.0
hydrothermal,104.0,58.0,179.0,3.87,16.6,27.2,213.0,21.9,10.7,688.0,66.1,2653.0,908.0
hydrothermal,78.7,541.0,682.0,67.5,194.0,159.0,352.0,206.0,128.0,933.0,187.0,8208.0,2058.0
hydrothermal,252.0,687.0,896.0,73.9,256.0,202.0,466.0,265.0,171.0,2905.0,243.0,6621.0,2545.0
hydrothermal,480.0,315.0,413.0,41.8,131.0,93.8,247.0,220.0,97.2,1687.0,114.0,2507.0,1282.0
hydrothermal,86.2,84.8,202.0,6.42,21.2,33.7,210.0,25.3,15.2,737.0,70.1,1822.0,922.0
hydrothermal,72.7,89.8,167.0,9.76,33.1,30.4,183.0,39.6,23.4,592.0,57.3,2319.0,766.0
hydrothermal,1325.0,288.0,380.0,44.9,179.0,85.9,224.0,352.0,194.0,1544.0,110.0,4801.0,1217.0
hydrothermal,196.0,832.0,866.0,4.71,279.0,235.0,215.0,161.0,139.0,4967.0,168.0,4934.0,1535.0
hydrothermal,142.0,1063.0,1442.0,2.3,263.0,369.0,385.0,76.0,79.0,5279.0,305.0,5957.0,2498.0
hydrothermal,56.0,224.0,334.0,0.6,49.0,76.0,146.0,22.0,18.0,1034.0,85.0,2159.0,877.0
hydrothermal,199.0,837.0,869.0,5.0,274.0,233.0,222.0,163.0,135.0,5246.0,179.0,4783.0,1514.0
hydrothermal,136.0,1074.0,1432.0,1.5,259.0,363.0,377.0,70.0,73.0,5345.0,299.0,6088.0,2519.0
hydrothermal,80.0,746.0,1048.0,0.8,157.0,258.0,293.0,33.0,39.0,3674.0,226.0,4796.0,1937.0
hydrothermal,45.0,393.0,602.0,0.4,77.0,142.0,190.0,23.0,17.0,1490.0,135.0,2803.0,1212.0
hydrothermal,112.0,736.0,1030.0,0.44,161.0,258.0,289.0,22.0,32.0,4511.0,220.0,5221.0,1887.0
hydrothermal,119.0,537.0,745.0,1.2,129.0,182.0,222.0,92.0,53.0,2012.0,164.0,2946.0,1439.0
hydrothermal,151.0,633.0,914.0,0.42,138.0,223.0,262.0,74.0,42.0,5374.0,199.0,6027.0,1726.0
hydrothermal,76.0,605.0,865.0,0.38,127.0,212.0,245.0,36.0,24.0,4160.0,186.0,4809.0,1621.0
hydrothermal,41.0,341.0,500.0,0.24,69.0,120.0,149.0,40.0,15.0,1259.0,110.0,1832.0,976.0
hydrothermal,203.0,782.0,1064.0,0.9,213.0,263.0,293.0,215.0,116.0,2764.0,226.0,4010.0,1949.0
hydrothermal,201.0,912.0,1116.0,2.8,258.0,284.0,295.0,167.0,120.0,4364.0,235.0,4813.0,2001.0
hydrothermal,66.0,557.0,822.0,0.29,111.0,197.0,235.0,26.0,26.0,3988.0,179.0,4914.0,1541.0
hydrothermal,120.0,717.0,1042.0,0.5,155.0,252.0,291.0,61.0,43.0,4684.0,224.0,5662.0,1924.0
hydrothermal,331.0,835.0,1017.0,2.7,263.0,263.0,274.0,300.0,141.0,3211.0,214.0,3723.0,1823.0
hydrothermal,57.0,2350.0,1742.0,4.7,829.0,563.0,311.0,87.0,221.0,1803.0,313.0,2209.0,2375.0
hydrothermal,89.0,416.0,643.0,0.4,90.0,151.0,199.0,51.0,30.0,2648.0,144.0,3572.0,1274.0
hydrothermal,188.0,880.0,1047.0,5.0,299.0,269.0,300.0,164.0,141.0,3843.0,229.0,5536.0,2011.0
hydrothermal,124.0,730.0,930.0,2.4,181.0,236.0,250.0,81.0,69.0,3836.0,198.0,5188.0,1690.0
magmatic,149.0,90.0,104.0,8.24,54.4,24.9,51.5,49.5,33.2,393.0,25.2,693.0,272.0
magmatic,59.3,38.0,47.8,3.32,22.0,11.2,27.5,19.8,13.5,138.0,12.0,361.0,136.0
magmatic,32.8,47.2,76.0,1.23,14.4,16.9,37.7,3.3,4.02,571.0,19.2,712.0,206.0
magmatic,43.8,87.1,158.0,9.35,36.3,30.6,88.5,47.9,28.2,868.0,45.0,1742.0,509.0
magmatic,9.3,14.6,12.6,2.28,7.76,3.63,4.7,6.76,5.36,91.8,2.8,246.0,26.4
magmatic,6.3,9.0,15.0,0.24,2.5,3.2,8.0,0.6,0.8,26.0,3.8,192.0,41.0
magmatic,19.0,11.2,14.0,1.21,7.66,3.36,8.38,7.08,4.95,45.0,3.65,151.0,41.8
magmatic,19.4,11.9,13.8,1.15,7.6,3.3,8.3,7.0,4.9,84.0,3.6,151.0,41.0
magmatic,267.0,68.8,70.2,7.54,51.9,18.3,33.3,45.2,32.1,717.0,16.7,1283.0,172.0
magmatic,34.0,58.4,83.6,2.37,22.5,19.7,36.9,8.3,9.1,101.0,20.2,731.0,201.0
magmatic,18.1,10.5,17.0,0.57,4.32,3.48,13.7,1.35,1.64,70.0,4.77,136.0,57.6
magmatic,15.2,9.08,14.5,0.61,4.26,3.16,12.5,1.74,1.74,57.5,4.22,125.0,51.6
magmatic,12.6,146.0,257.0,1.7,34.9,56.4,102.0,16.9,13.9,1196.0,67.0,1568.0,602.0
magmatic,136.0,88.2,105.0,8.06,50.4,25.6,52.4,42.1,29.9,489.0,26.2,761.0,270.0
magmatic,292.0,233.0,430.0,4.38,53.7,101.0,216.0,2.97,9.05,1284.0,116.0,973.0,916.0
magmatic,151.0,672.0,971.0,1.3,155.0,234.0,287.0,22.0,37.0,7853.0,213.0,6520.0,1889.0
magmatic,40.0,672.0,1007.0,0.14,132.0,242.0,282.0,7.0,23.0,2499.0,215.0,3735.0,1849.0
metamorphic,182.0,192.0,363.0,2.49,41.3,84.7,165.0,2.07,6.35,361.0,94.1,480.0,722.0
metamorphic,137.0,131.0,245.0,1.95,30.6,57.4,122.0,2.4,5.58,431.0,65.8,543.0,522.0
metamorphic,3.45,153.0,188.0,0.13,57.5,53.5,60.1,6.55,14.8,208.0,42.3,210.0,290.0
metamorphic,35.0,73.2,119.0,2.36,18.7,28.7,55.4,6.37,6.1,207.0,31.4,651.0,246.0
metamorphic,25.1,48.0,92.4,0.44,11.8,20.9,50.7,1.03,2.3,162.0,25.6,488.0,212.0
metamorphic,31.5,20.7,25.5,1.07,9.51,6.94,11.8,1.58,2.34,118.0,6.33,120.0,49.7
metamorphic,62.8,80.4,133.0,0.5,22.1,32.4,62.7,2.29,4.68,404.0,35.3,351.0,276.0
metamorphic,22.8,53.4,97.1,0.49,13.8,22.5,48.7,2.54,2.74,129.0,25.9,410.0,208.0
metamorphic,30.4,76.6,127.0,0.17,20.8,30.9,63.0,1.67,3.98,254.0,33.3,363.0,269.0
metamorphic,12.8,179.0,474.0,0.45,33.3,90.5,348.0,6.65,7.6,2854.0,153.0,4551.0,1387.0
metamorphic,2.83,212.0,409.0,0.16,24.9,93.0,204.0,1.37,3.36,128.0,118.0,2595.0,958.0
metamorphic,30.9,49.2,86.9,0.35,13.0,20.3,53.9,1.11,2.52,145.0,24.4,339.0,210.0
metamorphic,45.6,64.4,101.0,0.18,19.7,24.9,48.8,2.74,4.09,228.0,26.1,165.0,209.0
metamorphic,8.18,188.0,302.0,0.93,35.2,76.9,118.0,6.59,7.2,249.0,75.3,1128.0,555.0
metamorphic,33.8,89.9,164.0,0.92,18.7,38.2,85.2,5.06,3.68,189.0,45.4,852.0,371.0
metamorphic,10.2,282.0,456.0,0.2,51.7,115.0,181.0,5.66,8.85,340.0,117.0,1510.0,864.0
metamorphic,85.8,114.0,202.0,1.13,23.8,49.1,97.2,1.45,3.3,203.0,53.5,325.0,419.0
metamorphic,85.9,115.0,206.0,2.47,26.3,49.3,101.0,9.65,6.99,306.0,55.4,875.0,440.0
metamorphic,52.7,85.7,145.0,1.55,20.0,36.0,66.0,7.59,4.22,340.0,38.0,911.0,291.0
metamorphic,13.7,22.9,30.3,0.64,6.85,8.33,14.7,0.6,1.27,18.5,7.61,368.0,59.7
metamorphic,270.0,210.0,375.0,4.27,51.2,90.3,178.0,4.7,9.71,1029.0,100.0,844.0,776.0
metamorphic,18.6,122.0,212.0,1.31,30.0,51.3,111.0,3.48,6.55,305.0,58.3,416.0,476.0
metamorphic,23.3,31.6,57.6,0.82,7.46,13.6,32.3,2.57,2.21,41.4,16.2,332.0,132.0
hydrothermal,69.2,344.0,676.0,8.66,60.9,146.0,317.0,51.6,27.2,1695.48,157.0,5127.39,1579.0
hydrothermal,35.3,406.0,751.0,3.56,69.2,170.0,298.0,20.9,20.8,1758.44,163.0,3180.35,1578.0
hydrothermal,42.1,353.0,637.0,0.94,53.6,149.0,215.0,4.54,9.27,6855.39,108.0,3817.43,1205.0
hydrothermal,48.8,615.0,1124.0,2.84,97.9,255.0,433.0,20.1,23.2,1790.28,249.0,4132.92,2437.0
hydrothermal,14.0,195.0,338.0,0.31,41.8,78.0,123.0,6.57,8.03,859.11,69.9,1248.49,534.0
hydrothermal,33.0,378.0,617.0,1.11,86.3,148.0,205.0,26.5,17.4,1306.04,127.0,1707.55,906.0
hydrothermal,102.0,480.0,757.0,1.01,114.0,185.0,240.0,102.0,26.6,1961.26,151.0,2359.13,1069.0
hydrothermal,64.6,439.0,745.0,2.69,96.4,177.0,240.0,25.0,21.4,4555.04,155.0,3187.01,1182.0
hydrothermal,231.0,497.0,775.0,32.9,135.0,188.0,247.0,188.0,55.3,6033.57,163.0,3794.7,1240.0
hydrothermal,20.6,318.0,507.0,0.66,75.5,121.0,191.0,20.0,18.3,1548.75,109.0,1469.36,867.0
hydrothermal,127.0,361.0,587.0,16.5,91.4,140.0,201.0,103.0,34.7,1413.2,127.0,2716.86,1008.0
hydrothermal,10.9,64.9,118.0,0.58,13.3,26.2,49.4,5.48,3.01,207.67,25.9,611.47,208.0
hydrothermal,13.9,56.2,104.0,3.27,12.0,23.1,44.6,8.93,3.34,230.06,22.8,540.52,185.0
hydrothermal,37.7,433.0,830.0,0.32,80.0,182.0,341.0,12.6,14.8,5773.7,180.0,6204.42,1488.0
hydrothermal,35.1,243.0,451.0,1.31,49.9,98.9,193.0,14.0,10.6,2262.85,99.5,2401.16,825.0
hydrothermal,23.6,229.0,458.0,0.26,45.8,97.4,212.0,8.17,9.34,2439.65,101.0,2525.39,864.0
hydrothermal,270.0,241.0,393.0,2.64,74.1,92.3,145.0,216.0,44.3,292.47,83.0,497.48,626.0
hydrothermal,14.8,150.0,265.0,0.57,30.4,60.4,102.0,6.28,5.39,265.07,55.0,585.01,434.0
hydrothermal,43.5,207.0,301.0,4.37,54.4,75.1,98.6,37.8,15.3,198.49,62.5,278.05,469.0
hydrothermal,330.0,306.0,461.0,14.5,72.3,114.0,152.0,174.0,37.1,229.95,93.2,341.56,842.0
hydrothermal,97.6,580.0,678.0,13.0,156.0,196.0,150.0,75.0,53.8,561.34,119.0,531.01,950.0
hydrothermal,19.3,349.0,547.0,0.45,70.1,135.0,180.0,13.4,19.9,430.13,109.0,677.29,965.0
hydrothermal,9.61,173.0,283.0,0.29,32.6,68.4,103.0,4.93,8.7,139.27,57.6,256.69,534.0
hydrothermal,23.6,289.0,485.0,1.86,60.6,118.0,167.0,17.1,18.4,None,98.3,None,893.0
hydrothermal,199.0,262.0,408.0,16.5,67.7,102.0,138.0,119.0,37.2,368.74,81.7,363.08,752.0
hydrothermal,30.6,193.0,310.0,0.61,39.4,75.0,107.0,15.1,11.9,184.58,63.8,328.0,581.0
hydrothermal,90.7,171.0,291.0,10.0,39.1,69.2,115.0,62.6,16.3,374.91,61.0,687.18,581.0
hydrothermal,20.7,138.0,265.0,4.47,27.8,61.1,106.0,19.8,10.1,75.84,57.6,199.24,554.0
hydrothermal,16.9,121.0,206.0,0.77,27.8,47.3,77.6,9.41,6.7,281.81,43.5,497.48,346.0
hydrothermal,7.28,177.0,275.0,0.43,44.2,67.4,95.2,10.4,11.1,175.47,57.2,302.15,428.0
hydrothermal,4.15,42.0,78.6,0.05,8.03,17.2,33.7,0.77,1.31,41.28,17.3,117.87,144.0
hydrothermal,12.9,41.3,80.4,0.33,7.41,17.5,34.9,7.01,2.22,87.76,17.7,260.43,150.0
hydrothermal,6.31,138.0,225.0,0.18,29.5,53.7,80.5,2.41,4.89,132.91,47.1,276.84,354.0
hydrothermal,9.89,165.0,261.0,0.41,38.0,62.9,91.3,5.36,7.2,177.73,54.6,343.56,405.0
hydrothermal,15.3,84.4,145.0,1.16,18.8,33.8,56.7,11.0,4.85,66.47,31.1,167.74,250.0
hydrothermal,47.9,220.0,339.0,4.19,56.6,82.7,119.0,47.4,19.4,733.89,70.4,936.31,529.0
hydrothermal,14.8,247.0,390.0,0.67,59.1,93.7,132.0,12.8,12.4,567.26,80.1,826.51,594.0
hydrothermal,20.5,433.0,624.0,0.79,108.0,157.0,191.0,16.9,23.5,950.65,126.0,1385.57,921.0
hydrothermal,19.1,426.0,630.0,0.87,109.0,157.0,204.0,19.8,24.9,135.56,130.0,242.3,966.0
hydrothermal,22.6,169.0,260.0,1.04,42.0,62.9,89.2,16.7,10.1,130.42,54.4,264.76,398.0
hydrothermal,7.55,69.7,129.0,0.15,13.8,29.0,55.0,1.69,2.37,409.64,28.7,644.59,234.0
hydrothermal,32.0,134.0,206.0,2.26,36.9,50.0,72.9,28.2,12.7,196.35,43.0,354.27,323.0
hydrothermal,96.0,258.0,364.0,12.3,99.3,91.0,119.0,112.0,47.7,489.6,73.5,946.15,528.0
hydrothermal,11.6,425.0,632.0,0.8,104.0,158.0,201.0,13.4,19.3,584.11,129.0,751.04,927.0
hydrothermal,4.95,95.5,164.0,0.15,20.3,38.1,62.2,1.8,3.29,119.01,34.3,220.77,269.0
hydrothermal,8.54,223.0,307.0,0.44,56.8,78.8,87.7,9.52,12.6,164.84,61.2,267.36,428.0
hydrothermal,4.55,79.3,135.0,0.12,16.6,31.4,53.7,1.96,3.0,100.52,29.2,193.03,231.0
hydrothermal,7.36,184.0,284.0,0.3,43.4,69.3,92.5,5.69,8.88,186.29,58.2,300.22,420.0
